"DOCUMENT_ID","AGENCY","FUND","BUDGET YEAR","PROGRAM","ACTIVITY","STRATEGIC GOAL","FUNDING ORG","MANAGING UNIT","COST CENTER","OBJECT CLASS","VENDOR_NAME","VENDOR_SITE_NAME","DUNN_TIN","ORDERED_AMOUNT","ADVANCE_AMOUNT","RECEIVED_AMOUNT","BILLED_AMOUNT","CANCELLED_AMOUNT"
"2409DOLJ099628910000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","CENTER FOR DISEASE DETECTION, LLC","CENTER FOR DISEASE DETECTION, LLC","009752296","204412.5","0","204412.5","204412.5","0"
"1909M0027447000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","10957.8","0","10957.8","10957.8","0"
"1909M0026555000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","31526.14","0","31526.14","31526.14","0"
"1907J051A20163000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","WA STATE DEPARTMENT OF ENTERPRISE SERVICES","WA STATE DEPARTMENT OF ENTERPRISE SERVICES","969952261","1073628.5","0","1073628.5","1073628.5","0"
"1909M0026936000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","162471.69","0","162471.69","162471.69","0"
"1909M0026845000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","51682.43","0","51682.43","51682.43","0"
"1907J069624534002","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","BANK BUILDING LIMITED PARTNERSHIP","BANK BUILDING LIMITED PARTNERSHIP","361385250","111607.58","0","111607.58","111607.58","0"
"1909M0027017000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","8516.15","0","8516.15","8516.15","0"
"1909M0026613000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","7017.9","0","7017.9","7017.9","0"
"1909M0027165000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","10694.12","0","10694.12","10694.12","0"
"1909M0026399000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","2588.3","0","2588.3","2588.3","0"
"1904J05PA00001014","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OPHI0","1C0730","252099","DYNAMIC EDUCATIONAL SYSTEMS, INC.","DYNAMIC EDUCATIONAL SYSTEMS, INC.","620834739","1701277","0","1701277","1701277","0"
"1905J06PA00003001","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OPHI0","1C0730","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","2777919","0","2777919","2777919","0"
"1904J05SA00001007","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OSANF","1J0790","252099","RES-CARE, INC.","RES-CARE, INC.","070226105","3442397","0","3442397","3442397","0"
"1903J05ZA00001003","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OSANF","1J0790","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","2465937","0","2465937","2465937","0"
"1908J09UA00023006","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","3740032","0","3740032","3740032","0"
"2410B10UA00554000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","AL DUNCAN ENTERPRISES LLC","AL DUNCAN ENTERPRISES LLC","782873710","2404.7","0","2404.7","2404.7","0"
"1908J08UA00017008","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","MINACT INC","MINACT INC","096370655","2209699","0","2209699","2209699","0"
"1906J07UA00014016","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","APPLIED TECHNOLOGY SYSTEMS, INC.","APPLIED TECHNOLOGY SYSTEMS, INC.","827015165","1334355","0","1334355","1334355","0"
"2410B10UA00539000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","FEDERAL EXPRESS CORPORATION","FEDERAL EXPRESS CORPORATION","058070459","436.92","0","436.92","436.92","0"
"1910B10UA00548000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OATL0","1D0740","420003","KIMBERLY REED","KIMBERLY REED","425693463","164.99","0","164.99","164.99","0"
"1908J09QA00003007","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","FOXMAR, INC.","FOXMAR, INC.","809708399","3712464","0","3712464","3712464","0"
"1907J06QA00003006","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","C. H. P. INTERNATIONAL, INC.","C. H. P. INTERNATIONAL, INC.","092538073","107845","0","107845","107845","0"
"2410DOLJ09QA00008002","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","2590707","0","2590707","2590707","0"
"2410E299JC2336000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","SATELLITE SERVICES, INC.","SATELLITE SERVICES, INC.","050713650","329870","0","306278","306278","0"
"1910B10RA00018000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OCHI0","1E0750","420003","RYAN SULLIVAN","RYAN SULLIVAN","486020359","500","0","500","500","0"
"1910B10RA00017000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OCHI0","1E0750","420003","MARIO TRUJILLO","MARIO TRUJILLO","513061384","480","0","480","480","0"
"1910B10RA00023000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OCHI0","1E0750","420003","TIMOTHY HOLLIDAY","TIMOTHY HOLLIDAY","515041125","45","0","45","45","0"
"1910J09F6LA013000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1ODAL0","1F0760","252099","MINACT INC","MINACT INC","096370655","2128794","0","2128794","2128794","0"
"1905J05YA48033015","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1ODAL0","1F0760","252099","HORIZONS YOUTH SERVICES, L.C.","HORIZONS YOUTH SERVICES, L.C.","138922682","4672335","0","4672335","4672335","0"
"6108J08F6OK004005","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1ODAL0","1F0760","252099","THE CHEROKEE NATION","THE CHEROKEE NATION","077345494","1790378","1790378","0","1790378","0"
"1906J051A20180005","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","232014","CRYSTAL SPRINGS CITY","CRYSTAL SPRINGS CITY","079451894","13448.52","0","13448.52","13448.52","0"
"1907J051A20175003","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","232014","LUZERNE COUNTY CHILDREN & YOUTH SERVICES","LUZERNE, COUNTY OF (INC)","060513058","86394","0","86394","86394","0"
"1906J051A20188004","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","232014","PORTFOLIO REALTY MANAGEMENT INC","PORTFOLIO REALTY MANAGEMENT INC","790305437","50.3","0","50.3","50.3","0"
"1906J051A20192004","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","232014","LINCOLN FOUNDATION","LINCOLN FOUNDATION","074047218","35008","0","35008","35008","0"
"2410B10UA00551000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","252099","MATH FOUNDATIONS, LLC","MATH FOUNDATIONS, LLC","780135781","1300","0","1300","1300","0"
"1909F099429662008","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","252099","COMPUTER SCIENCES CORPORATION","COMPUTER SCIENCES CORPORATION","043991108","1147483","0","1147483","1147483","0"
"6110D919000001000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","252099","ALTECH SERVICES, INC.800191215","ALTECH SERVICES, INC.","800191215","45800000","45800000","0","45800000","0"
"1910B109630142001","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","252099","AFFIGENT, LLC","AFFIGENT, LLC","141089040","515876.4","0","515876.4","515876.4","0"
"2410DOLF109630527000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OJC00","190183","257095","SPECTRUM SYSTEMS, INC.","SPECTRUM SYSTEMS, INC.","156992745","32538.72","0","32538.72","32538.72","0"
"2410DOLJ10PA00001000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OPHI0","1C0730","252099","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","1763681","0","1763681","1763681","0"
"1910J09PA00003002","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OPHI0","1C0730","252099","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","3638522","0","3638522","3638522","0"
"1910B10PA00094000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OPHI0","1C0730","420003","ERIC STANLEY","ERIC STANLEY","553197050","192.2","0","192.2","192.2","0"
"1908J09RA00024000","26","01820910BD","2009","0182000109","1JC002","10000","1OJC00","1OCHI0","1E0750","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","2000","0","2000","2000","0"
"2409DOLJ09F6LA013000","26","01820910BD","2009","0182000109","1JC002","10000","1OJC00","1ODAL0","1F0760","252099","MINACT INC","MINACT INC","096370655","284120","0","284120","284120","0"
"2409DOLJ099629294000","26","01820910BD","2009","0182000109","1JC002","10000","1OJC00","1OJC00","190183","252099","COPPER RIVER INFORMATION TECHNOLOGY, LLC","COPPER RIVER INFORMATION TECHNOLOGY, LLC,","623462087","1139961","0","1139961","1139961","0"
"2409DOLJ099629143000","26","01820910BD","2009","0182000109","1JC002","10000","1OJC00","1OJC00","190183","310025","PROVIDEO MANAGEMENT INCORPORATED","PROVIDEO MANAGEMENT INCORPORATED","167880421","3293903.38","0","3293903.38","3287134.38","0"
"1906J06PA00007008","26","01820910BD","2009","0182000109","1JC002","10000","1OJC00","1OPHI0","1C0730","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","99057","0","99057","99057","0"
"2410DOLJ109630064000","26","01820910BD","2009","0182000109","1JC003","10000","1OJC00","1OJC00","190183","320050","R. E. NOAH AND CO.","R. E. NOAH AND CO.","087469573","3888090","0","3888090","3888090","0"
"2409DOLJ109629887001","26","01820910BD","2009","0182000109","1JC003","10000","1OJC00","1OJC00","190183","320050","MANAGEMENT STRATEGIES INC","MANAGEMENT STRATEGIES, INC.","796990232","5585000","0","5010618.19","5010618.19","0"
"2409DOLJ09PA00005002","26","01820910BD","2009","0182000209","1JC003","10000","1OJC00","1OPHI0","1C0730","410023","HORIZONS YOUTH SERVICES, L.C.","HORIZONS YOUTH SERVICES, L.C.","138922682","116600","0","116600","116600","0"
"1908J08UA00020008","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","DYNAMIC EDUCATIONAL SYSTEMS, INC.","DYNAMIC EDUCATIONAL SYSTEMS, INC.","620834739","34223","0","34223","34223","0"
"2410DOLJ10UA00040001","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OATL0","1D0740","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","21050","0","21050","21050","0"
"1910F10D621855000","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OATL0","1D0740","257092","XEROX CORPORATION","XEROX CORPORATION","153872643","1443","0","1443","1443","0"
"2410DOLJ09QA00010001","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","54600","0","54600","54600","0"
"1904J05QA00011017","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","CAREER SYSTEMS DEVELOPMENT CORPORATION","CAREER SYSTEMS DEVELOPMENT CORPORATION","195029202","229248","0","229248","229248","0"
"1909J09QA00004003","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","FOXMAR, INC.","FOXMAR, INC.","809708399","2800","0","2800","2800","0"
"1908J08QA00003008","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OBOS0","1A0710","252099","CAREER SYSTEMS DEVELOPMENT CORPORATION","CAREER SYSTEMS DEVELOPMENT CORPORATION","195029202","54600","0","54600","54600","0"
"1908J09RA00026007","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OCHI0","1E0750","252099","ALUTIIQ PROFESSIONAL SERVICES LLC","ALUTIIQ PROFESSIONAL SERVICES LLC","002027352","54600","0","54600","54600","0"
"1908J09RA00025006","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1OCHI0","1E0750","252099","MINACT INC","MINACT INC","096370655","58600","0","58600","58600","0"
"1905J07YA35055017","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1ODAL0","1F0760","252099","DEL-JEN, INC.","DEL-JEN, INC.","039703053","182821","0","182821","182821","0"
"1910J10F6UT014002","26","01820910BD","2010","0182000110","100000","1011C","1OJC00","1ODAL0","1F0760","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","227716","0","227716","227716","0"
"1905J04UA00007022","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OATL0","1D0740","254049","FOXMAR, INC.","FOXMAR, INC.","809708399","876591","0","876591","876591","0"
"1909J09QA00004004","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OBOS0","1A0710","254049","FOXMAR, INC.","FOXMAR, INC.","809708399","9412","0","9412","9412","0"
"2410DOLJ109630262000","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OJC00","190183","320050","DIVERSIFIED MECHANICAL LIMITED","DIVERSIFIED MECHANICAL LIMITED","949084438","1890000","0","1890000","1890000","0"
"1909J099628993001","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OJC00","190183","320050","2 M CONSTRUCTION GROUP, INC.","2 M CONSTRUCTION GROUP, INC.","827719597","33392.66","0","33392.66","33392.66","0"
"1906J06PA00007015","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OPHI0","1C0730","254049","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","822820","0","822820","822820","0"
"1906J06PA00002016","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OPHI0","1C0730","254049","RES-CARE, INC.","RES-CARE, INC.","070226105","129000","0","129000","129000","0"
"1910J09PA00003001","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OPHI0","1C0730","254049","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","558497","0","558497","558497","0"
"2410DOLJ10PA00001002","26","01820910BD","2010","0182000210","100000","1011C","1OJC00","1OPHI0","1C0730","254049","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","102000","0","102000","102000","0"
"1910D911UCC2000","26","01820910BD","2010","0182000310","100000","1011C","1OJC00","1OJC00","190183","130002","DO NOT USE - DEPARTMENT OF  LABOR","DEPARTMENT OF LABOR","003255627","1672","0","1672","1672","0"
"1908B099628772000","26","01810810BD","2008","0181000208","100000","10000","1OJC00","1OJC00","190183","252099","PROFESSIONAL TECHNOLOGIES GROUP INC","PROFESSIONAL TECHNOLOGIES GROUP INC","198537359","16411.03","0","16366.18","16366.18","0"
"1907J08PA00001010","26","01810810BD","2008","0181000208","15JC61","10000","1OJC00","1OPHI0","1C0730","252099","RES-CARE, INC.","RES-CARE, INC.","070226105","23959","0","23959","23959","0"
"1903J04UA00002001","26","01810810BD","2008","0181000208","1JC002","10000","1OJC00","1OATL0","1D0740","410023","DEL-JEN, INC.","DEL-JEN, INC.","039703053","57999","0","36087","36087","0"
"1903AE13422000003","26","01810810BD","2008","0181000208","1JC002","10000","1OJC00","1OJC00","190183","410023","HONEYWELL INTERNATIONAL INC","HONEYWELL INTERNATIONAL INC.","043227065","542771","0","542771","542771","0"
"1905J04UA00006006","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OATL0","1D0740","410023","MINACT INC","MINACT INC","096370655","137057","0","74031.65","74031.65","0"
"1903J04UA00001017","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OATL0","1D0740","410023","RES-CARE, INC.","RES-CARE, INC.","070226105","139376","0","123128","123128","0"
"2408B09UA00514000","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OATL0","1D0740","410023","PLANMECA U.S.A. INC","PLANMECA U.S.A. INC","192344265","11307","0","11307","11307","0"
"1903J04UA00003004","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OATL0","1D0740","410023","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","181733","0","181733","181733","0"
"1905J04UA00007014","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OATL0","1D0740","410023","FOXMAR, INC.","FOXMAR, INC.","809708399","573813","0","573813","573813","0"
"1908J09QA00003002","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OBOS0","1A0710","410023","FOXMAR, INC.","FOXMAR, INC.","809708399","380372","0","380372","380372","0"
"1902AE97311000015","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OCHI0","1E0750","410023","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","45394","0","45394","45394","0"
"1905J05YA40660010","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1ODAL0","1F0760","410023","RES-CARE, INC.","RES-CARE, INC.","070226105","216905","0","190989","190989","0"
"1908B099628600000","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OJC00","190183","252099","PROFESSIONAL TECHNOLOGIES GROUP INC","PROFESSIONAL TECHNOLOGIES GROUP INC","198537359","11596.66","0","11596.66","11596.66","0"
"1908J089627404000","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OJC00","190183","252099","KOHT'AENE/AMES JV","KOHT'AENE/AMES JV","825281335","2992572.76","0","2992572.76","2992572.76","0"
"1908B099628771000","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OJC00","190183","310025","PROFESSIONAL TECHNOLOGIES GROUP INC","PROFESSIONAL TECHNOLOGIES GROUP INC","198537359","7438.52","0","4251.91","4251.91","0"
"2408DOLJ089628294000","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OJC00","190183","410025","MIKE HUGHES ARCHITECTS PC","MIKE HUGHES ARCHITECTS PC","791536782","341129.63","0","341129.63","341129.63","0"
"1907J089627545001","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OJC00","190183","410025","BBIX, LLC","BBIX, LLC","125149075","19206","0","19206","19206","0"
"1903J051A20055003","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OJC00","190183","410025","STUCK, WOODS, ALLISON ARCHITECTS","STUCK, WOODS, ALLISON ARCHITECTS","171217990","82546.78","0","82546.67","82546.67","0"
"1908J08SA00004003","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OSANF","1J0790","410023","CAREER SYSTEMS DEVELOPMENT CORPORATION","CAREER SYSTEMS DEVELOPMENT CORPORATION","195029202","1464531","0","1464531","1464531","0"
"1903J04SA00001002","26","01810810BD","2008","0181000208","1JC003","10000","1OJC00","1OSANF","1J0790","410023","RES-CARE, INC.","RES-CARE, INC.","070226105","36287","0","2771","2771","0"
"1903J061A20336006","26","01810810BD","2010","0181000210","100000","1011C","1OJC00","1OJC00","190183","320050","MC SMITH ASSOCIATES & ARCHITECTURAL GROUP INC","MC SMITH ASSOCIATES & ARCHITECTURAL GROUP INC","112831334","8565","0","8565","8565","0"
"1906J07QA00001004","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OBOS0","1A0710","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","3593233","0","3593233","3593233","0"
"1908J09QA00003001","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OBOS0","1A0710","252099","FOXMAR, INC.","FOXMAR, INC.","809708399","2693292","0","2693292","2693292","0"
"1905J05QA00005007","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OBOS0","1A0710","252099","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","3085287","0","3085287","3085287","0"
"1908J08QA00001002","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OBOS0","1A0710","252099","C. H. P. INTERNATIONAL, INC.","C. H. P. INTERNATIONAL, INC.","092538073","1443572","0","1443572","1443572","0"
"1905J06RA00007005","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OCHI0","1E0750","252099","MINACT INC","MINACT INC","096370655","5300542","0","5300542","5300542","0"
"1907J06RA00008001","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OCHI0","1E0750","252099","ODLE MANAGEMENT GROUP, L.L.C.","ODLE MANAGEMENT GROUP, L.L.C.","161270579","211870","0","211870","211870","0"
"1902J04RA00002018","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OCHI0","1E0750","252099","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","1793267.45","0","1793267.45","1793267.45","0"
"1905J06YA35022000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1ODAL0","1F0760","252099","CHUGACH INDUSTRIES, INC.","CHUGACH INDUSTRIES, INC.","142120745","1659865","0","1659865","1659865","0"
"1905J06YA48055011","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1ODAL0","1F0760","252099","CAREER SYSTEMS DEVELOPMENT CORPORATION","CAREER SYSTEMS DEVELOPMENT CORPORATION","195029202","1702975","0","1702975","1702975","0"
"1907J06YA08100006","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1ODAL0","1F0760","252099","MCNEIL TECHNOLOGIES, INC.","MCNEIL TECHNOLOGIES, INC.","193348489","560486","0","560486","560486","0"
"1902AE63056600015","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1ODAL0","1F0760","252099","DEL-JEN, INC.","DEL-JEN, INC.","039703053","354493","0","354490","347514.88","0"
"1905J06YA30200002","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1ODAL0","1F0760","252099","CONFEDERATED SALISH & KOOTENAI TRIBES","CONFEDERATED SALISH & KOOTENAI TRIBES","071409460","1341075","0","1341075","1341075","0"
"1906J051A20182002","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","MISSIONARY SERVANTS OF THE MOST HOLY TRINITY","MISSIONARY SERVANTS OF THE MOST HOLY TRINITY","101911436","461380.25","0","461380.25","461380.25","0"
"1909M0027579000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","67960.3","0","67960.3","67960.3","0"
"6107J089626803001","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","TRANSPORTATION COMMUNICATION UNION","TRANSPORTATION COMMUNICATION UNION","051092849","4851488","4851488","0","4851488","0"
"1906J051A20021000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","HUMANITAS, INC.","HUMANITAS, INC.","828939132","1904107","0","1904107","1904107","0"
"1906J061A20414000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","TIDEWATER INCORPORATED","TIDEWATER, INC.","837142470","543318","0","543318","543318","0"
"1906J051A20160000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","ADULT AND CHILD MENTAL HEALTH CENTER INC","ADULT AND CHILD MENTAL HEALTH CENTER INC","052934114","199756.8","0","199756.8","199756.8","0"
"1909M0026704000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","9989.6","0","9989.6","9989.6","0"
"1909M0027496000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","27565.35","0","27565.35","27565.35","0"
"1909M0027082000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","9075.83","0","9075.83","9075.83","0"
"1909M0026662000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","315884.18","0","315884.18","315884.18","0"
"1907J051A20183000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","STATE UNIVERSITY OF NEW YORK","GENERAL SERVICES, NEW YORK OFFICE OF","098159275","334000","0","334000","334000","0"
"1909M0027553000","26","01810910AD","2009","0181000109","100000","10000","1OJC00","1OJC00","190183","252099","UNKNOWN","UNKNOWN","999888777","12714.5","0","12714.5","12714.5","0"
"1910B10SA90011000","26","01810910AD","2010","0181000110","100000","1011C","1OJC00","1OSANF","1J0790","420003","BRANDON T. STRACHAN","BRANDON T. STRACHAN","530696724","300","0","300","300","0"
"1908J08UA00020000","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OATL0","1D0740","410023","DYNAMIC EDUCATIONAL SYSTEMS, INC.","DYNAMIC EDUCATIONAL SYSTEMS, INC.","620834739","20837","0","20837","20837","0"
"1905J04UA00007012","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OATL0","1D0740","410023","FOXMAR, INC.","FOXMAR, INC.","809708399","72971","0","72971","72971","0"
"1905J06RA00007012","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OCHI0","1E0750","410023","MINACT INC","MINACT INC","096370655","398803","0","398803","398803","0"
"2408DOLJ08F6OK003002","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1ODAL0","1F0760","410023","RES-CARE, INC.","RES-CARE, INC.","070226105","217509","0","217509","217509","0"
"2408DOLJ09PA00003001","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OPHI0","1C0730","410023","ADAMS AND ASSOCIATES, INC","ADAMS AND ASSOCIATES, INC.","607811387","255632","0","255632","255632","0"
"1907J08PA00005003","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OPHI0","1C0730","410023","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","260405","0","260405","260405","0"
"1905J06PA00005001","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OPHI0","1C0730","410023","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","5250","0","5250","5250","0"
"1903J05PA00004009","26","01810911BD","2009","0181000209","100000","10000","1OJC00","1OPHI0","1C0730","410023","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","9901","0","9901","9901","0"
"2408DOLJ09UA00024008","26","01810911BD","2010","0181000210","100000","1011C","1OJC00","1OATL0","1D0740","254049","MINACT INC","MINACT INC","096370655","28137","0","28137","28137","0"
"1905J06RA00007014","26","01810911BD","2010","0181000210","100000","1011C","1OJC00","1OCHI0","1E0750","254049","MINACT INC","MINACT INC","096370655","86223","0","86223","86223","0"
"1907J08RA00016011","26","01810911BD","2010","0181000210","100000","1011C","1OJC00","1OCHI0","1E0750","254049","MANAGEMENT & TRAINING CORPORATION","MANAGEMENT & TRAINING CORPORATION","039203740","535514","0","375275","375275","0"
